cond_uscm,pH,pressure_mbar,temp_C,depth_m,alt_m
0.36,4.41,954.10,31.86,-0.60,504.24
0.36,4.49,954.00,31.86,-0.60,505.11
0.38,4.53,954.20,31.86,-0.60,503.36
0.40,4.59,954.30,31.87,-0.60,502.49
0.42,4.61,953.90,31.87,-0.60,505.98
0.36,3.91,954.20,31.87,-0.60,503.36
0.42,3.85,954.00,31.88,-0.60,505.11
0.40,4.11,954.00,31.88,-0.60,505.11
0.38,4.96,954.00,31.88,-0.60,505.11
0.38,4.89,954.00,31.88,-0.60,505.11
0.40,4.85,954.00,31.87,-0.60,505.11
0.34,4.71,954.00,31.88,-0.60,505.11
0.36,4.78,953.40,31.88,-0.61,510.35
0.34,4.97,954.40,31.88,-0.60,501.62
0.36,5.08,954.30,31.88,-0.60,502.49
0.36,4.96,953.90,31.88,-0.60,505.98
0.40,5.21,953.70,31.88,-0.61,507.73
0.27,5.15,953.70,31.88,-0.61,507.73
0.40,5.13,954.40,31.88,-0.60,501.62
0.30,4.65,954.00,31.88,-0.60,505.11
0.38,5.19,954.10,31.88,-0.60,504.24
0.34,4.92,954.20,31.88,-0.60,503.36
0.38,5.16,953.90,31.88,-0.60,505.98
0.38,5.75,953.70,31.88,-0.61,507.73
0.36,10.36,954.30,31.87,-0.60,502.49
0.40,10.90,954.20,31.87,-0.60,503.36
0.36,10.58,953.80,31.88,-0.61,506.86
0.34,10.58,954.10,31.88,-0.60,504.24
0.30,10.23,953.90,31.88,-0.60,505.98
0.38,10.18,954.40,31.87,-0.60,501.62
0.34,9.77,954.30,31.88,-0.60,502.49
0.42,10.29,954.20,31.87,-0.60,503.36
0.34,10.11,954.20,31.87,-0.60,503.36
0.42,9.90,953.80,31.87,-0.61,506.86
0.34,9.04,953.80,31.86,-0.61,506.86
0.32,8.59,954.30,31.87,-0.60,502.49
0.38,8.52,954.40,31.87,-0.60,501.62
0.36,8.34,954.10,31.87,-0.60,504.24
0.36,8.24,954.00,31.87,-0.60,505.11
0.40,8.18,954.40,31.87,-0.60,501.62
0.42,8.17,954.30,31.86,-0.60,502.49
0.36,8.19,954.10,31.86,-0.60,504.24
0.38,10.56,954.00,31.85,-0.60,505.11
0.36,7.14,954.30,31.85,-0.60,502.49
0.40,5.79,954.30,31.85,-0.60,502.49
0.38,5.37,954.30,31.84,-0.60,502.49
0.40,5.14,953.90,31.82,-0.60,505.98
0.38,5.20,954.10,31.79,-0.60,504.24
0.38,5.26,954.00,31.78,-0.60,505.11
0.42,5.14,954.30,31.78,-0.60,502.49
0.36,4.67,954.00,31.77,-0.60,505.11
0.34,0.40,954.70,31.77,-0.60,499.00
0.38,1.08,954.30,31.76,-0.60,502.49
0.44,0.88,953.70,31.76,-0.61,507.73
0.34,0.56,954.20,31.76,-0.60,503.36
0.36,2.13,954.20,31.75,-0.60,503.36
0.38,3.99,953.70,31.75,-0.61,507.73
0.36,3.64,953.80,31.74,-0.61,506.86
0.42,3.60,953.70,31.74,-0.61,507.73
0.36,3.69,954.00,31.74,-0.60,505.11
0.34,4.19,954.60,31.74,-0.60,499.87
0.36,4.33,954.10,31.74,-0.60,504.24
0.38,3.95,953.80,31.74,-0.61,506.86
0.36,4.38,954.10,31.74,-0.60,504.24
0.38,4.45,954.50,31.74,-0.60,500.74
0.34,4.61,953.90,31.75,-0.60,505.98
0.40,4.46,953.70,31.75,-0.61,507.73
0.36,4.34,954.20,31.74,-0.60,503.36
0.42,4.32,954.00,31.74,-0.60,505.11
0.38,4.43,953.90,31.73,-0.60,505.98
0.38,4.44,954.10,31.73,-0.60,504.24
0.42,4.55,954.20,31.73,-0.60,503.36
0.42,4.58,954.70,31.73,-0.60,499.00
0.38,4.57,954.30,31.72,-0.60,502.49
0.40,4.64,954.00,31.72,-0.60,505.11
0.38,4.68,954.30,31.71,-0.60,502.49
0.40,4.67,954.50,31.70,-0.60,500.74
0.38,4.67,954.10,31.70,-0.60,504.24
0.38,4.60,954.20,31.69,-0.60,503.36
0.40,4.63,954.00,31.69,-0.60,505.11
0.38,4.82,954.10,31.68,-0.60,504.24
0.42,5.12,953.90,31.68,-0.60,505.98
0.36,4.69,953.60,31.67,-0.61,508.61
0.42,4.55,954.30,31.66,-0.60,502.49
0.40,4.54,954.40,31.66,-0.60,501.62
0.38,4.60,954.10,31.67,-0.60,504.24
0.40,4.64,954.10,31.66,-0.60,504.24
0.36,4.67,954.20,31.66,-0.60,503.36
0.40,4.70,954.30,31.66,-0.60,502.49
0.32,4.72,954.30,31.66,-0.60,502.49
0.38,4.76,954.20,31.66,-0.60,503.36
0.42,4.81,954.10,31.66,-0.60,504.24
0.34,4.85,954.30,31.66,-0.60,502.49
0.40,4.88,954.10,31.66,-0.60,504.24
0.36,4.93,954.10,31.66,-0.60,504.24
0.38,4.98,954.20,31.66,-0.60,503.36
0.38,5.02,954.10,31.65,-0.60,504.24
0.38,5.05,954.30,31.65,-0.60,502.49
0.34,5.08,954.20,31.65,-0.60,503.36
0.36,5.12,954.20,31.65,-0.60,503.36
0.38,5.16,954.30,31.64,-0.60,502.49
0.36,5.19,954.20,31.64,-0.60,503.36
0.36,5.22,954.00,31.64,-0.60,505.11
0.38,5.24,953.60,31.63,-0.61,508.61
0.38,5.26,954.20,31.63,-0.60,503.36
0.40,5.30,954.40,31.62,-0.60,501.62
0.42,5.33,954.00,31.62,-0.60,505.11
0.38,5.37,954.40,31.63,-0.60,501.62
0.36,5.38,954.40,31.62,-0.60,501.62
0.38,5.39,954.20,31.61,-0.60,503.36
0.36,5.43,954.40,31.61,-0.60,501.62
0.40,5.44,954.10,31.60,-0.60,504.24
0.36,5.48,954.10,31.59,-0.60,504.24
0.38,5.52,954.10,31.59,-0.60,504.24
0.38,5.56,954.20,31.58,-0.60,503.36
0.40,5.69,954.30,31.59,-0.60,502.49
0.44,4.12,954.30,31.58,-0.60,502.49
0.38,3.40,954.40,31.58,-0.60,501.62
0.40,2.30,954.00,31.58,-0.60,505.11
0.38,2.41,953.80,31.58,-0.61,506.86
0.38,1.50,954.00,31.57,-0.60,505.11
0.38,-0.57,954.20,31.57,-0.60,503.36
0.38,-0.58,954.00,31.57,-0.60,505.11
0.38,-0.57,954.10,31.57,-0.60,504.24
0.40,-0.57,953.80,31.57,-0.61,506.86
0.38,-0.57,954.30,31.57,-0.60,502.49
0.36,-0.57,954.00,31.56,-0.60,505.11
0.38,-0.57,954.20,31.57,-0.60,503.36
0.38,-0.58,954.60,31.56,-0.60,499.87
0.38,-0.58,954.20,31.56,-0.60,503.36
0.38,-0.57,954.20,31.56,-0.60,503.36
0.40,-0.58,954.00,31.55,-0.60,505.11
0.40,-0.57,954.40,31.54,-0.60,501.62
0.40,-0.58,954.30,31.54,-0.60,502.49
0.40,-0.58,954.00,31.54,-0.60,505.11
0.36,-0.57,954.20,31.54,-0.60,503.36
0.44,-0.58,954.20,31.54,-0.60,503.36
0.40,-0.58,954.30,31.54,-0.60,502.49
0.40,-0.58,954.00,31.55,-0.60,505.11
0.34,-0.57,954.30,31.55,-0.60,502.49
0.38,-0.57,953.80,31.55,-0.61,506.86
0.38,-0.57,954.00,31.55,-0.60,505.11
0.38,-0.57,954.20,31.56,-0.60,503.36
0.36,-0.57,953.80,31.55,-0.61,506.86
0.40,-0.57,954.10,31.53,-0.60,504.24
0.38,-0.57,953.80,31.51,-0.61,506.86
0.38,-0.57,953.60,31.50,-0.61,508.61
0.40,-0.57,954.00,31.49,-0.60,505.11
0.36,-0.57,954.40,31.49,-0.60,501.62
0.38,-0.57,954.00,31.48,-0.60,505.11
0.42,-0.57,954.10,31.48,-0.60,504.24
0.36,-0.57,954.10,31.47,-0.60,504.24
0.40,-0.58,954.50,31.47,-0.60,500.74
0.38,-0.51,954.00,31.47,-0.60,505.11
0.42,-0.25,953.90,31.47,-0.60,505.98
0.38,0.09,954.10,31.47,-0.60,504.24
0.38,0.21,954.10,31.47,-0.60,504.24
0.38,0.45,954.30,31.47,-0.60,502.49
0.38,0.73,954.50,31.48,-0.60,500.74
0.36,0.99,954.70,31.48,-0.60,499.00
0.34,1.36,954.00,31.49,-0.60,505.11
0.38,1.76,953.80,31.49,-0.61,506.86
0.36,2.16,954.50,31.49,-0.60,500.74
0.36,2.54,954.90,31.50,-0.59,497.25
0.34,2.88,954.30,31.51,-0.60,502.49
0.38,3.01,954.30,31.51,-0.60,502.49
0.36,3.46,954.40,31.52,-0.60,501.62
0.42,3.75,954.20,31.52,-0.60,503.36
0.36,4.10,954.60,31.53,-0.60,499.87
0.40,4.23,954.30,31.54,-0.60,502.49
0.38,4.19,954.30,31.55,-0.60,502.49
0.38,4.21,954.70,31.55,-0.60,499.00
0.38,4.32,954.80,31.56,-0.60,498.12
0.34,4.37,954.70,31.57,-0.60,499.00
0.40,4.35,954.40,31.57,-0.60,501.62
0.36,4.37,954.60,31.58,-0.60,499.87
0.42,4.23,954.50,31.58,-0.60,500.74
0.38,4.23,954.50,31.58,-0.60,500.74
0.38,4.18,954.50,31.59,-0.60,500.74
52.07,13.30,955.00,31.59,-0.59,496.38
43.15,13.42,954.40,31.60,-0.60,501.62
32.78,10.33,954.40,31.60,-0.60,501.62
33.47,8.57,954.60,31.60,-0.60,499.87
33.27,7.31,954.30,31.61,-0.60,502.49
33.42,6.38,954.70,31.61,-0.60,499.00
33.20,5.76,954.60,31.62,-0.60,499.87
27.76,5.35,954.50,31.62,-0.60,500.74
16.52,5.05,954.80,31.63,-0.60,498.12
16.48,4.85,954.50,31.63,-0.60,500.74
16.70,4.74,955.00,31.64,-0.59,496.38
16.57,4.68,954.60,31.65,-0.60,499.87
16.72,4.67,954.80,31.65,-0.60,498.12
618.7,6.70,955.00,31.65,-0.59,496.38
60.30,6.57,954.30,31.66,-0.60,502.49
692.9,7.36,967.80,31.66,-0.46,385.24
694.9,7.52,983.60,31.72,-0.30,249.69
695.1,7.65,1018.20,31.85,0.05,-41.11
695.2,7.76,1051.40,32.02,0.39,-312.71
695.5,7.78,1069.60,32.20,0.58,-458.66
695.5,7.83,1089.00,32.37,0.78,-612.04
695.6,7.85,1124.50,32.54,1.14,-887.07
695.4,7.91,1151.20,32.70,1.41,-1089.33
695.8,7.90,1169.50,32.84,1.60,-1225.77
695.7,7.91,1187.40,32.98,1.78,-1357.57
695.9,7.91,1202.10,33.11,1.93,-1464.61
696.0,7.90,1206.80,33.23,1.98,-1498.61
695.8,7.92,1212.00,33.34,2.04,-1536.11
696.0,7.95,1217.50,33.44,2.09,-1575.62
696.3,7.94,1219.20,33.53,2.11,-1587.80
696.3,7.96,1227.40,33.62,2.19,-1646.38
696.4,7.97,1237.50,33.70,2.30,-1718.09
696.4,7.97,1247.70,33.77,2.40,-1790.04
696.4,7.98,1256.70,33.84,2.49,-1853.13
696.7,7.99,1265.60,33.90,2.58,-1915.16
696.7,7.99,1271.40,33.96,2.64,-1955.39
696.6,7.99,1275.80,34.02,2.69,-1985.82
696.7,7.99,1282.60,34.08,2.76,-2032.67
696.9,7.99,1292.00,34.13,2.85,-2097.10
697.3,8.02,1301.60,34.17,2.95,-2162.52
697.9,8.04,1315.00,34.22,3.09,-2253.17
698.0,8.03,1327.60,34.26,3.22,-2337.74
698.3,8.05,1346.90,34.31,3.42,-2466.02
698.3,8.00,1354.60,34.34,3.49,-2516.78
698.3,7.99,1361.60,34.38,3.57,-2562.73
698.3,7.96,1370.20,34.41,3.65,-2618.91
698.5,7.95,1379.50,34.44,3.75,-2679.35
698.6,7.96,1395.30,34.48,3.91,-2781.29
698.8,7.99,1407.30,34.51,4.03,-2858.08
698.7,7.99,1414.60,34.53,4.11,-2904.54
698.9,7.98,1425.90,34.56,4.22,-2976.07
698.9,7.99,1434.40,34.58,4.31,-3029.58
698.9,8.00,1442.30,34.60,4.39,-3079.08
699.1,7.99,1455.00,34.63,4.52,-3158.19
699.2,8.00,1466.60,34.64,4.64,-3229.97
699.4,8.00,1476.50,34.66,4.74,-3290.86
699.4,8.01,1485.70,34.68,4.83,-3347.16
699.4,8.01,1497.20,34.70,4.95,-3417.13
699.3,8.00,1506.90,34.71,5.05,-3475.81
699.6,8.00,1522.00,34.73,5.21,-3566.55
699.6,8.01,1530.70,34.74,5.29,-3618.51
699.6,8.02,1534.90,34.76,5.34,-3643.50
699.6,8.01,1539.10,34.77,5.38,-3668.44
699.6,8.00,1547.40,34.78,5.47,-3717.57
699.5,8.02,1554.20,34.79,5.54,-3757.65
699.6,8.02,1560.90,34.80,5.60,-3797.01
699.6,8.02,1568.20,34.81,5.68,-3839.74
699.9,8.02,1576.50,34.82,5.76,-3888.13
699.9,8.02,1583.10,34.83,5.83,-3926.46
699.9,8.02,1588.70,34.83,5.89,-3958.88
699.9,8.02,1595.40,34.84,5.96,-3997.54
699.9,8.02,1600.50,34.85,6.01,-4026.89
699.9,8.02,1606.60,34.86,6.07,-4061.88
699.9,8.03,1612.40,34.86,6.13,-4095.06
699.9,8.03,1617.70,34.87,6.18,-4125.30
700.0,8.03,1624.80,34.87,6.26,-4165.68
699.9,8.03,1632.10,34.88,6.33,-4207.05
700.1,8.02,1640.80,34.88,6.42,-4256.15
700.2,8.04,1646.90,34.89,6.48,-4290.45
700.3,8.04,1653.80,34.89,6.55,-4329.13
700.3,8.03,1658.90,34.90,6.61,-4357.63
700.4,8.03,1665.70,34.90,6.68,-4395.53
700.3,8.02,1672.00,34.91,6.74,-4430.53
700.3,8.03,1679.00,34.91,6.81,-4469.29
700.2,8.05,1682.70,34.91,6.85,-4489.72
700.2,8.04,1687.00,34.91,6.89,-4513.43
700.3,8.02,1691.80,34.92,6.94,-4539.83
700.5,8.03,1696.90,34.92,6.99,-4567.81
700.8,8.04,1702.50,34.92,7.05,-4598.47
701.0,8.05,1708.60,34.92,7.11,-4631.76
701.0,8.05,1711.00,34.92,7.14,-4644.83
701.2,8.03,1720.50,34.93,7.24,-4696.44
701.2,8.04,1726.20,34.93,7.29,-4727.29
701.3,8.04,1733.50,34.93,7.37,-4766.68
701.2,8.04,1740.30,34.93,7.44,-4803.25
701.4,8.04,1747.70,34.94,7.51,-4842.92
701.4,8.05,1751.20,34.94,7.55,-4861.64
701.4,8.05,1754.40,34.94,7.58,-4878.72
701.3,8.05,1759.90,34.94,7.64,-4908.02
701.4,8.04,1765.10,34.94,7.69,-4935.66
701.4,8.04,1767.70,34.94,7.72,-4949.45
701.4,8.04,1772.10,34.94,7.76,-4972.76
701.4,8.05,1774.40,34.94,7.79,-4984.93
701.4,8.06,1778.60,34.94,7.83,-5007.10
701.5,8.05,1785.10,34.95,7.90,-5041.35
701.5,8.05,1792.50,34.94,7.97,-5080.21
701.6,8.06,1798.10,34.94,8.03,-5109.54
701.6,8.06,1805.30,34.94,8.10,-5147.13
701.9,8.06,1810.80,34.95,8.16,-5175.76
702.0,8.05,1815.20,34.94,8.20,-5198.61
702.0,8.05,1822.30,34.95,8.28,-5235.40
702.0,8.06,1830.60,34.95,8.36,-5278.27
702.1,8.06,1837.80,34.95,8.44,-5315.32
702.0,8.06,1844.60,34.95,8.51,-5350.21
702.0,8.06,1847.40,34.95,8.53,-5364.54
702.0,8.05,1855.50,34.95,8.62,-5405.90
702.1,8.06,1861.90,34.95,8.68,-5438.49
702.3,8.05,1864.30,34.95,8.71,-5450.68
702.4,8.06,1874.20,34.95,8.81,-5500.85
702.5,8.05,1880.50,34.95,8.87,-5532.67
702.6,8.06,1892.60,34.95,9.00,-5593.54
702.9,8.07,1904.10,34.95,9.11,-5651.09
702.8,8.06,1915.50,34.95,9.23,-5707.87
703.1,8.07,1926.20,34.95,9.34,-5760.91
703.1,8.07,1932.00,34.95,9.40,-5789.56
703.1,8.07,1938.70,34.95,9.47,-5822.57
703.3,8.07,1944.20,34.95,9.52,-5849.61
703.4,8.08,1950.50,34.95,9.59,-5880.50
703.5,8.09,1959.20,34.95,9.68,-5923.02
703.4,8.09,1966.90,34.95,9.76,-5960.52
703.4,8.08,1973.40,34.95,9.82,-5992.09
703.5,8.09,1978.80,34.95,9.88,-6018.25
703.5,8.08,1984.70,34.95,9.94,-6046.77
703.6,8.09,1990.70,34.95,10.00,-6075.70
703.8,8.08,1997.30,34.95,10.07,-6107.44
703.7,8.09,2004.40,34.95,10.14,-6141.50
703.8,8.09,2011.40,34.95,10.21,-6174.97
703.9,8.09,2019.50,34.95,10.29,-6213.59
704.2,8.09,2030.00,34.95,10.40,-6263.47
704.4,8.10,2037.90,34.94,10.48,-6300.86
704.5,8.10,2046.00,34.95,10.57,-6339.08
704.6,8.09,2054.00,34.95,10.65,-6376.70
704.4,8.09,2063.00,34.94,10.74,-6418.88
704.4,8.10,2073.70,34.95,10.85,-6468.84
704.5,8.10,2083.10,34.94,10.94,-6512.56
704.5,8.10,2091.80,34.94,11.03,-6552.88
704.5,8.11,2099.70,34.95,11.11,-6589.37
704.6,8.12,2106.00,34.94,11.18,-6618.40
704.5,8.10,2113.80,34.95,11.26,-6654.23
704.6,8.10,2122.70,34.94,11.35,-6694.99
704.7,8.10,2125.60,34.94,11.38,-6708.24
704.8,8.09,2127.90,34.95,11.40,-6718.74
705.0,8.09,2129.70,34.94,11.42,-6726.96
705.3,8.10,2130.30,34.94,11.43,-6729.69
705.2,8.11,2131.10,34.94,11.44,-6733.34
705.4,8.11,2131.20,34.94,11.44,-6733.79
705.3,8.12,2131.10,34.94,11.44,-6733.34
705.3,8.12,2130.60,34.94,11.43,-6731.05
705.7,8.11,2114.20,34.94,11.26,-6656.07
705.9,8.11,2100.50,34.94,11.12,-6593.06
706.1,8.11,2128.60,34.94,11.41,-6721.94
706.1,8.11,2151.40,34.94,11.64,-6825.49
706.2,8.11,2167.80,34.94,11.81,-6899.44
706.3,8.11,2181.30,34.94,11.95,-6959.97
706.4,8.11,2192.90,34.94,12.07,-7011.73
706.7,8.11,2202.70,34.94,12.17,-7055.29
706.6,8.12,2212.10,34.94,12.26,-7096.93
706.9,8.12,2220.70,34.94,12.35,-7134.90
707.1,8.12,2228.00,34.94,12.43,-7167.04
707.2,8.13,2235.30,34.94,12.50,-7199.09
707.0,8.13,2241.60,34.94,12.57,-7226.68
706.9,8.12,2249.20,34.94,12.64,-7259.88
707.3,8.12,2262.10,34.94,12.78,-7316.03
707.4,8.13,2274.90,34.94,12.91,-7371.48
707.6,8.13,2288.30,34.94,13.04,-7429.27
707.5,8.12,2301.50,34.94,13.18,-7485.93
707.5,8.12,2315.10,34.94,13.32,-7544.03
707.9,8.13,2327.00,34.94,13.44,-7594.64
708.1,8.13,2343.10,34.95,13.60,-7662.78
708.2,8.13,2360.00,34.95,13.78,-7733.90
708.6,8.13,2382.30,34.95,14.00,-7827.11
708.7,8.14,2401.40,34.95,14.20,-7906.40
708.9,8.14,2416.60,34.95,14.36,-7969.12
708.9,8.15,2429.20,34.95,14.48,-8020.88
709.0,8.14,2440.70,34.95,14.60,-8067.93
709.2,8.15,2454.00,34.95,14.74,-8122.11
709.3,8.15,2465.40,34.95,14.85,-8168.37
709.2,8.15,2476.40,34.95,14.97,-8212.85
709.1,8.15,2487.70,34.95,15.08,-8258.37
709.2,8.15,2499.80,34.95,15.21,-8306.92
709.2,8.15,2511.50,34.95,15.33,-8353.69
709.3,8.15,2524.80,34.96,15.46,-8406.64
709.6,8.15,2535.30,34.96,15.57,-8448.29
709.5,8.15,2546.70,34.96,15.69,-8493.34
709.0,8.15,2557.70,34.96,15.80,-8536.67
709.1,8.15,2567.40,34.96,15.90,-8574.74
709.3,8.15,2577.10,34.96,16.00,-8612.71
709.0,8.14,2588.90,34.96,16.12,-8658.72
709.0,8.15,2598.70,34.96,16.22,-8696.82
709.1,8.14,2608.60,34.96,16.32,-8735.18
709.3,8.15,2617.20,34.96,16.41,-8768.41
709.8,8.16,2636.60,34.96,16.61,-8843.05
709.8,8.16,2652.90,34.96,16.77,-8905.42
710.1,8.16,2672.10,34.96,16.97,-8978.49
710.5,8.16,2687.00,34.96,17.12,-9034.90
710.5,8.15,2701.70,34.96,17.27,-9090.31
710.4,8.16,2717.60,34.96,17.43,-9149.96
710.6,8.17,2742.20,34.97,17.69,-9241.71
710.6,8.17,2752.70,34.97,17.79,-9280.66
710.6,8.17,2773.90,34.97,18.01,-9358.95
710.9,8.17,2789.40,34.97,18.17,-9415.89
710.7,8.18,2809.90,34.97,18.38,-9490.79
711.2,8.18,2824.90,34.97,18.53,-9545.32
711.2,8.18,2839.60,34.97,18.68,-9598.54
710.9,8.18,2851.20,34.97,18.80,-9640.37
710.8,8.19,2864.10,34.97,18.93,-9686.73
711.1,8.19,2875.10,34.97,19.05,-9726.13
711.2,8.20,2881.50,34.98,19.11,-9748.99
711.1,8.20,2891.20,34.98,19.21,-9783.57
711.0,8.20,2901.90,34.97,19.32,-9821.61
710.9,8.20,2912.60,34.98,19.43,-9859.53
711.2,8.20,2925.00,34.98,19.56,-9903.34
711.3,8.20,2934.70,34.98,19.65,-9937.50
711.2,8.20,2946.80,34.98,19.78,-9979.99
711.1,8.20,2958.90,34.98,19.90,-10022.34
711.3,8.20,2974.00,34.98,20.06,-10074.98
711.5,8.20,2987.70,34.98,20.20,-10122.57
711.5,8.21,3003.20,34.99,20.36,-10176.19
711.5,8.20,3017.30,34.99,20.50,-10224.77
711.4,8.20,3030.20,34.99,20.63,-10269.05
711.7,8.21,3043.50,34.99,20.77,-10314.56
711.7,8.21,3057.80,34.99,20.91,-10363.30
711.6,8.22,3071.20,34.99,21.05,-10408.81
711.6,8.22,3084.40,34.99,21.19,-10453.48
711.6,8.22,3095.70,34.99,21.30,-10491.60
711.5,8.23,3108.10,34.99,21.43,-10533.30
711.2,8.23,3121.70,35.00,21.57,-10578.87
711.4,8.24,3131.90,34.99,21.67,-10612.96
711.3,8.25,3139.70,35.00,21.75,-10638.96
711.4,8.24,3149.50,35.00,21.85,-10671.55
711.3,8.22,3158.70,35.00,21.95,-10702.07
711.4,8.22,3171.20,35.00,22.07,-10743.43
711.4,8.22,3183.00,35.00,22.19,-10782.35
711.5,8.23,3194.30,35.00,22.31,-10819.52
711.2,8.23,3206.70,35.00,22.44,-10860.17
710.9,8.23,3218.90,35.00,22.56,-10900.05
711.1,8.22,3229.90,35.00,22.67,-10935.90
711.4,8.22,3240.60,35.00,22.78,-10970.68
711.2,8.23,3252.20,35.00,22.90,-11008.27
710.9,8.22,3265.90,35.01,23.04,-11052.54
711.3,8.22,3282.90,35.00,23.22,-11107.25
711.0,8.21,3299.60,35.01,23.39,-11160.78
711.3,8.22,3325.60,35.01,23.65,-11243.69
711.9,8.23,3346.80,35.01,23.87,-11310.90
712.3,8.24,3356.70,35.01,23.97,-11342.17
712.2,8.23,3370.10,35.02,24.11,-11384.38
712.2,8.23,3382.40,35.02,24.23,-11422.99
712.3,8.24,3397.90,35.02,24.39,-11471.50
712.3,8.24,3414.40,35.02,24.56,-11522.94
712.4,8.24,3427.60,35.02,24.70,-11563.95
712.4,8.25,3440.30,35.02,24.83,-11603.28
712.2,8.25,3452.20,35.02,24.95,-11640.03
712.1,8.25,3465.10,35.02,25.08,-11679.75
712.4,8.26,3476.20,35.02,25.19,-11713.84
712.3,8.26,3486.10,35.02,25.29,-11744.16
712.3,8.26,3500.40,35.02,25.44,-11787.84
712.2,8.26,3515.60,35.03,25.60,-11834.10
712.2,8.27,3532.90,35.03,25.77,-11886.57
712.2,8.27,3551.70,35.03,25.97,-11943.35
712.2,8.27,3571.00,35.03,26.16,-12001.39
712.2,8.26,3586.90,35.03,26.33,-12049.01
711.8,8.27,3601.70,35.03,26.48,-12093.18
711.8,8.27,3614.20,35.04,26.60,-12130.38
711.8,8.28,3627.20,35.03,26.74,-12168.95
711.6,8.27,3640.60,35.04,26.87,-12208.59
711.5,8.28,3652.90,35.04,27.00,-12244.88
711.5,8.28,3662.40,35.04,27.10,-12272.83
711.6,8.29,3674.00,35.04,27.22,-12306.89
711.5,8.29,3683.70,35.04,27.32,-12335.30
711.3,8.30,3695.30,35.04,27.43,-12369.20
711.3,8.30,3704.70,35.04,27.53,-12396.61
710.9,8.31,3715.40,35.05,27.64,-12427.74
710.8,8.31,3724.10,35.04,27.73,-12452.99
710.5,8.32,3733.60,35.04,27.83,-12480.51
710.3,8.33,3747.80,35.05,27.97,-12521.55
710.0,8.34,3766.30,35.05,28.16,-12574.81
709.5,8.33,3778.10,35.05,28.28,-12608.69
709.1,8.31,3792.70,35.05,28.43,-12650.48
709.3,8.33,3818.80,35.05,28.70,-12724.85
708.6,8.33,3837.90,35.06,28.89,-12779.02
708.5,8.33,3855.50,35.06,29.07,-12828.74
708.4,8.34,3874.90,35.06,29.27,-12883.33
708.5,8.36,3890.30,35.06,29.43,-12926.52
708.5,8.34,3905.50,35.06,29.58,-12969.00
707.8,8.34,3916.00,35.07,29.69,-12998.27
707.8,8.33,3930.50,35.07,29.84,-13038.59
707.6,8.34,3940.70,35.07,29.94,-13066.88
707.4,8.34,3952.60,35.07,30.07,-13099.81
706.6,8.33,3966.20,35.07,30.20,-13137.34
706.9,8.34,3983.80,35.07,30.38,-13185.76
707.0,8.35,4002.70,35.07,30.58,-13237.56
707.0,8.36,4019.10,35.07,30.75,-13282.35
705.5,8.35,4033.70,35.08,30.90,-13322.10
706.1,8.37,4047.70,35.08,31.04,-13360.10
706.3,8.37,4063.50,35.08,31.20,-13402.87
705.7,8.37,4078.50,35.08,31.35,-13443.35
705.6,8.37,4092.40,35.08,31.50,-13480.75
705.5,8.38,4103.70,35.09,31.61,-13511.08
705.4,8.38,4116.50,35.09,31.74,-13545.35
705.5,8.39,4134.00,35.09,31.92,-13592.08
705.4,8.37,4144.20,35.09,32.03,-13619.23
705.0,8.38,4142.50,35.09,32.01,-13614.71
705.4,8.39,4146.40,35.09,32.05,-13625.08
705.1,8.40,4168.40,35.09,32.27,-13683.45
704.5,8.38,4183.30,35.10,32.43,-13722.83
704.6,8.38,4202.50,35.10,32.62,-13773.42
704.4,8.38,4218.20,35.10,32.78,-13814.64
704.3,8.39,4232.90,35.10,32.93,-13853.13
704.3,8.39,4254.60,35.11,33.15,-13909.75
704.0,8.40,4278.50,35.11,33.40,-13971.84
703.9,8.40,4296.40,35.11,33.58,-14018.15
703.7,8.40,4305.50,35.11,33.68,-14041.64
703.6,8.41,4322.20,35.11,33.85,-14084.64
703.6,8.43,4342.50,35.11,34.05,-14136.73
703.3,8.42,4357.30,35.12,34.20,-14174.58
702.9,8.41,4372.50,35.12,34.36,-14213.34
702.9,8.41,4386.30,35.12,34.50,-14248.44
702.6,8.41,4402.70,35.12,34.67,-14290.04
702.2,8.42,4421.90,35.13,34.87,-14338.58
702.1,8.42,4437.00,35.13,35.02,-14376.64
701.8,8.41,4452.20,35.13,35.18,-14414.83
701.9,8.42,4470.90,35.13,35.37,-14461.69
701.4,8.44,4491.70,35.13,35.58,-14513.62
701.1,8.42,4510.10,35.13,35.77,-14559.39
701.2,8.43,4533.90,35.14,36.01,-14618.38
700.6,8.45,4549.60,35.14,36.17,-14657.15
700.5,8.46,4567.60,35.14,36.36,-14701.47
700.1,8.46,4586.50,35.15,36.55,-14747.85
699.6,8.48,4606.30,35.15,36.75,-14796.28
699.6,8.48,4618.00,35.15,36.87,-14824.82
698.8,8.47,4640.20,35.15,37.10,-14878.81
698.1,8.48,4651.10,35.16,37.21,-14905.24
698.0,8.47,4665.20,35.16,37.35,-14939.35
698.0,8.50,4685.10,35.16,37.56,-14987.35
697.2,8.52,4704.30,35.16,37.75,-15033.52
696.9,8.52,4723.40,35.16,37.95,-15079.29
695.7,8.51,4744.70,35.17,38.17,-15130.16
694.4,8.54,4771.90,35.17,38.45,-15194.84
693.4,8.56,4784.30,35.17,38.57,-15224.23
693.7,8.57,4799.80,35.18,38.73,-15260.89
694.1,8.56,4809.90,35.18,38.83,-15284.71
